0,1,2
orlæg,n," fate, destiny"
ormæte,adj," huge, excessive, enormous, extravagant, limitless, boundless"
oroþ,n, breath
orsawle,adj, soulless
orsorg,adj, Free from care or anxiety; worry-free
orsorgleas,adj," without security, anxious"
orsorgnes,n," freedom from care or anxiety, tranquility"
ortgeard,n," orchard, garden"
ortreowe,adj, without confidence; distrustful
orþanc,adj," cunning, skillful"
orþian,v, to breathe
os,n, god
osle,n, (European) blackbird
ost,n, knot in a tree
ostre,n, oyster
otor,n, otter
oxa,n, ox
oþcwelan,vi, to die
oþcyrran,v, to turn away
oþer,adj, other
oþgripan,v, to snatch away; to seize and take away
oþsceotan,v," to escape, turn aside, hurry off, shoot away"
oþstandan,v, to stop in one's course; come to a standstill
oþteon,v, to take away
oþþeodan,v," to disjoin, detach, dismember"
oþþingian,v, to obtain by unfair means
paddoc,n," toad, frog"
pal,n, stake
palent,n, palace
palentlic,adj, palatial
panne,n," pan, frying pan"
papa,n, pope
papol-stan,n, pebble
papol-stanas,n, plural of papol-stān
paradis,n, paradise
passion,n, passion of Christ
pawa,n, peacock
pearroc,n," a fence used to enclose a space, or the area enclosed by such a fence"
penning,n, penny
peorð,n," the name of the fourteenth rune of the Elder Futhark runic alphabet, ᛈ, denoting the voiceless bilabial stop, or p-sound"
persoc,n, peach
persoctreow,n, peach tree
peru,n, pear
petersilige,n, parsley
philosoph,n, philosopher
pic,n, pitch
picgbread,n," glans, mast, acorns"
pinca,n, peak
pinere,n," tormentor, torturer"
pinian,v," to torment, torture"
pinn,n, pin; peg
pinne,n," bottle, flask"
pinness,n," torment, pain"
pinsian,v," to weigh, judge, estimate, consider, examine"
pintel,n, penis
pintreow,n, pine tree
pintreowen,adj, pine tree
pinung,n," torment, torture, pain"
pinungtol,n, instrument of torture
pipdream,n, the sound of a pipe [musical instrument]
pipor,n, pepper (spice or plant)
piporian,v, to pepper
pirige,n, the pear tree
pis,adj," heavy, weighty"
plante,n," plant, shoot"
plantian,v, to plant
plantsticca,n," gardening tool, dibble"
plega,n, exercise
plegian,v," to play; move about sportively; frolic, dance"
plegol,adj, given to playfulness; playful; sportive
pleoh,n," danger, peril; risk"
pleon,v," to endanger, risk"
pliht,n," danger, risk"
plihtan,v," to endanger, compromise"
plog,n," the measure of land that can be ploughed in one day, ploughland"
plume,n, plum
plumtreow,n, plum tree
plæce,n," place, open space"
plætt,n, a slap; smack; a sounding blow
plættan,vt, to buffet; smack; to give a sounding blow
pocca,n, poke; pouch; bag
pol,n, pool
popig,n, poppy
port,n," a port, a haven (a harbor or harbor-town)"
portcwene,n, prostitute
portgerefa,n, a portreeve: an office equivalent to a mayor in several major English towns or [dialect] in various minor boroughs of Wales and Southwest England
post,n, post
potian,v," to thrust, push"
predicere,n, preacher
predician,v, to preach
predicung,n, preaching
preost,n, priest
preowthwil,n, the time it takes to shut then open one's eyes; the blink or twinkling of an eye; moment; instant
prica,n," prick, (small) hole, perforation"
prician,v, to prick
prim,n," Prime, the first hour or tide (3-hour period) after dawn"
primsang,n," Prime, the religious service of the first hour of daylight"
princ,n," the twinkling of an eye, wink"
profian,v, to esteem; regard as
prud,adj, proud
pryte,n, pride
prætt,n," trick, prank, practical joke"
psealm,n, psalm
puca,n," goblin, demon"
pucel,n," a goblin, demon, a mischievous spirit"
pullian,v, to pull
pund,n, pound (weight or currency)
punian,v," to pound, crush (up)"
purpuren,adj, purple
purs,n," purse, leather bag"
pusa,n," purse, bag, scrip"
pyll,n," tidal pool, inlet, sheltered bay"
pytt,n, pit
pæca,n, a deceiver
pæcan,v, to deceive
pæcung,n, synonym of bepǣċung
pægel,n," gill, small liquid measure"
pæþ,n, path
raca,n, rake
racente,n, chain; fetter
racenteag,n, chain
racenteagian,v, to chain
racian,v," to rule, to direct"
racu,n," exposition, explanation, observation, account, narrative"
rad,n," journey, ride"
ragu,n, lichen
ramm,n, ram (animal)
ranc,adj," proud, haughty, arrogant, insolent, froward, overbearing"
rand,n," edge, brink, margin"
rap,n, rope
raredumle,n, bittern
rarian,v, to roar
rasian,v, to explore
read,adj, red
readnes,n, redness
reaf,n," plunder, spoil, booty"
reafere,n, reaver; robber; spoiler
reafian,v, to rob
ream,n, cream
rec,n, smoke
recan,v, to care
reccan,v," to stretch out, extend"
reced,n," hall; house, building"
receleas,adj," reckless, careless"
recen,adj, ready
recenian,v," to arrange, dispose, reckon"
refsan,v, to reprove; rebuke
regn,n, rain
regnboga,n, rainbow
regndropa,n, raindrop
regnian,v," to prepare, arrange, order"
regnwyrm,n, earthworm
regol,n, a rule
regolsticca,n, a ruler
renscur,n, a shower of rain; rainshower
reoc,adj," fierce, savage, furious"
reocan,v, to smoke
reod,adj, red
reodan,v," to redden, make red, stain with blood"
reodmuþa,n, pheasant
reohhe,n, ray [fish]
reoht,n," right, law, justice, moral correctness"
reord,n, voice
reordberend,n," ""voice-bearer"", person"
reordian,v," to speak, say, talk"
reotan,v, to make a noise
rest,n, rest
restan,v, to rest
restendæg,n, a day of rest; Sabbath
restleas,adj," restless, disturbed; without rest"
reþe,adj," fierce, cruel, savage"
reþig,adj, fierce; savage; cruel
ribb,n, rib
rice,n," kingdom, empire"
ricedom,n," kingly rule, power, dominion"
ricen,n," a female ruler, a female endued with power"
ricsian,v," to rule, exercise or possess power; govern, reign"
ricsiend,n, a ruler
ricu,n, plural of rīċe
rida,n, rider
ridan,v, to ride
ridda,n," someone who rides on a horse: rider, horseman, cavalryman, knight"
rift,n, a veil; curtain; cloak
rignan,v, to rain
riht,adj, straight
rihtnes,n," rightness, straightness, perpendicularity"
rihtwis,adj," just, fair"
rihtwisnes,n," justice, fairness"
rim,n," a number, counting, reckoning, numeral; calendar"
rima,n, edge; rim; border
riman,v," to count, number, reckon"
rimcræft,n," arithmetic, mathematics, computation"
rimere,n," one who computes, counts, or calculates; a reckoner"
rinc,n," man, warrior"
rind,n, bark (of a tree)
rinde,n, rind
rinnan,v, to run
ripan,v, to reap
ripe,adj, ripe
risan,v, to rise
riþ,n, a stream or rivulet
rocc,n," an upper garment, such as a tunic, smock, or shirt"
roccian,v, to rock
rocettan,v," to belch, burp"
rod,n, cross (method of execution)
rodfæstnian,v, to crucify
rodor,n," sky, heaven, heavens"
rodorlic,adj, firmament; celestial; heavenly
rodorstol,n, heavenly throne
rodweorþiend,n, a worshipper of the cross; a Christian
rof,adj," vigorous, strong; valiant, brave, keen"
rogian,v, to flourish
rose,n, rose
rosen,adj, rose; rosy
rotian,v," to rot, get corrupt, ulcerate, putrify"
rowan,v, to row (with oars etc.)
roþhund,n, mastiff
roþor,n, oar
rudduc,n, ruddock; robin [bird]
rudian,v, to be ruddy
rudig,adj, ruddy
ruh,adj," rough, hairy"
ruhha,n, ray [fish]
rum,adj," spacious, roomy, open"
run,n," mystery, secret"
ryge,n, rye
ryman,v, to make room
ryne,n," course, path along which motion takes place"
rynel,n, runner; messenger; courier
rysel,n, fat
ryþþa,n," mastiff, large dog"
ræcan,v," to reach, attain"
ræd,n, advice
rædan,v, to read
rædbora,n," counselor, advisor"
ræde,adj," ready, prompt, prepared; ready to ride, mounted (on a horse)"
rædels,n," counsel, consideration"
ræden,n," condition, state; terms, stipulation"
rædere,n, one who reads; a reader
rædfæst,adj," resolute, prudent, wise"
ræfan,v, to involve; wrap
ræpan,v," to bind with rope, make captive"
ræpling,n," one bound; captive, prisoner, criminal"
ræran,v," to raise, set upright, begin, create, rouse, promote"
ræs,n, run
ræscettan,v, to crackle as a fire
ræscettung,n," sparkling, gleaming"
ræswa,n, counsellor
ræswan,v," to think, consider"
ræswung,n, reasoning
rætt,n, rat
sacan,v, to fight
sacleas,adj," free from charge or accusation, innocent; guiltless"
sacu,n," dispute, strife, contention"
sadol,n, saddle
sadolian,v, to saddle
saga,n, saw (tool)
sagian,v," to say, tell"
sagu,n," statement, discourse, report"
sal,n," rope, cord, rein"
salnes,n, silence
salor,n, a residence; dwelling
salu,adj, dusky
samcwic,adj," half-alive, halfdead"
samnian,v," to collect, bring together, gather"
samnung,n, an assembly or council
samodeard,n, common country or dwelling-place
samodswegend,n, a consonant; consonant sound
samodwist,n, being together
samodwunung,n, living together
samodwyrcende,adj," working together, cooperating"
samræden,n, wedlock
samwist,n," living together, cohabitation, matrimony"
sanct,n, saint
sand,n," action of sending, embassy, mission, deputation; message"
sandceosol,n," sand, gravel"
sandig,adj, sandy
sang,n, song
sangboc,n," songbook, music-book"
sangcræft,n, the art of singing; music (vocal or instrumental)
sangere,n, singer
sangestre,n, singer (female)
sape,n, soap
sar,adj, sore
sarig,adj, sorry
sarnes,n, pain
sawan,v," to sow (seed, etc.)"
sawelberend,n, a soul-bearer; a being endowed with a soul
sawelcund,adj, spiritual
sawelgedal,n, the parting between body and soul; death
sawelhus,n, the body
sawelleas,adj, soulless
sawelsceatt,n, a church-imposed burial fee
sawelþearf,n, a need of the soul
sawend,n, a sower
sawere,n, a sower
sawlian,v, to give up the ghost; to die
sawlung,n, the giving up the ghost; dying
sawol,n, soul
sawolcund,adj, spiritual
scacan,vi, to pass or depart
scafan,v, to shave
scamian,v, to be ashamed or embarrassed (+genitive of cause) (often impersonal with dative or accusative subject)
scamleas,adj," shameless, bold"
scamlic,adj," shamefast, bashful"
scamol,n, stool
scamu,n," shame, embarrassment"
scanca,n, leg
scand,n," shame, disgrace"
scandhus,n, house of ill-repute
scandlic,adj," disgraceful, infamous, vile, base; lowly"
sceabb,n, scab
sceacga,n," rough hair, wool"
sceada,n, a parting of the hair
sceadan,vt," to separate, divide, make a line of separation between"
sceadian,v, to cast a shadow
sceadu,n, shadow
sceadwian,vt," to overshadow, cover with shadow"
sceaf,n," sheaf, bundle"
sceafa,n," shave (tool), plane, paring knife"
sceaft,n," shaft (of an arrow or spear), pole"
sceaga,n," copse, thicket"
scealc,n, servant
sceamfæst,adj, shamefast; shamefaced
sceamfæstness,n, modesty
sceap,n, sheep
sceaphierde,n, shepherd
scear,n," scissors, shears"
sceard,adj," notched, chipped, broken"
scearp,adj, sharp
scearpnes,n, sharpness
scearseax,n, razor
scearu,n, a cutting; shaving
sceat,n," corner, angle, projection"
sceatt,n," treasure, money, wealth"
sceawere,n, mirror
sceawian,v," to look at, examine, scrutinize"
sceawung,n," a looking at, a viewing of"
sceaðian,v, to injure
sceaþ,n, sheath
sceaþa,n," one who injures; enemy, ravager"
sceaþian,v, to injure
scelfan,v," to shake, quiver, totter"
scencan,v," to pour out, give (someone) to drink"
scendan,v, to put to shame; abuse; insult; harm
sceo,n, cloud
sceoh,adj, shy
sceolh,adj," squinting, oblique, slanted, wry"
sceoliege,adj, cross-eyed
sceomfull,adj," modest, chaste"
sceon,v, to fall to a person's lot
sceot,n," shot, act of shooting"
sceotan,vt," to shoot, throw a missile"
sceotend,n," shooter, archer; warrior"
sceþþan,v," to injure, to harm, to scathe"
scid,n, a thin piece of wood; shingle; billet; shide
scield,n," shield, protector"
scieldan,v, to shield
sciell,n, shell
sciene,adj," beautiful, fair, bright"
scienost,adj, superlative of sċīene
scienra,adj, comparative of sċīene
scieppan,v," to mould, shape"
scieppian,v, to take shape
scieran,v," to cut, shear"
sciete,n, sheet
sciftan,v," to divide, seperate into shares"
scima,n," shine, brightness"
scinan,v, to shine
scinban,n, shinbone
scinu,n, shin
scip,n, ship
scipe,n," rank, office, dignity, position"
scipere,n, sailor
scipfæreld,n, voyage
scipgefeoht,n, naval battle or war
sciphere,n," attack fleet, navy"
sciphlaford,n, a shipmaster
scipian,v," to put into order, to arrange, equip"
scipu,n, plural of scip
scipwyrhta,n," shipbuilder, shipwright"
scir,n, office (status of an official)
scirgerefa,n," sheriff, chief officer of a shire"
scitan,v," to defecate, shit"
scite,n," shit, faeces"
scofl,n, shovel
scogan,vt, to give someone shoes
scoh,n, shoe
scohwyrhta,n," shoemaker, cobbler"
scol,n, school
scolere,n, a scholar; learner
scolu,n, a troop or band of people
scop,n," poet, minstrel, bard"
scoplic,adj, poetic
scorian,v," to refuse, reject"
scort,adj, short
scortian,v, to shorten
scot,n," shot, act of shooting"
scotfreo,adj, exempt from imposts; scot-free
scread,n, a piece cut off; a paring; shred
screadian,v, to prune
screncan,v," to trip up, ensnare, place a stumbling block in front of"
screon,v," to cry out, proclaim"
scrifan,v," to decree, appoint"
scrincan,v, to shrink
scriþan,v," to move, glide, wander"
scrud,n, garment
scrutnian,v, to examine carefully; scrutinise; investigate; consider
scrutnung,n," an examination, investigation, inquiry, search"
scrydan,v," to clothe, to provide with clothes"
scræf,n," cave, cavern"
scua,n, shadow
scucca,n, an evil spirit; demon; devil
scufan,v," to push, shove"
sculan,v, should
sculdra,n, shoulder
scunian,v, to shun; avoid
scur,n, shower
scyld,n," guilt, sin"
scyldig,adj," guilty, sinful, criminal, worthy of punishment, forfeiting, liable for a debt or bound by an obligation"
scyldigian,vi, to commit a fault; sin
scyldignes,n," guiltyness, guilt"
scyldleas,adj, guiltless
scyldlæta,n, bailiff
scyldwiga,n, warrior
scyldwite,n, fine for a crime of violence
scyrte,n, a short garment; skirt; kirtle
scyte,n, shooting
scytefinger,n, forefinger
scytelfinger,n, forefinger
scytta,n, shooter
scyttan,v, to shut
sealdnes,n, a giving
sealf,n, salve
sealh,n," willow, sallow"
sealt,n, common salt (sodium chloride)
sealtan,v, to salt
sealten,adj, salt; salted; salty
sealtern,n," saltworks, saltern"
sealtian,v, to dance
sealtnes,n, saltness
sealtyþ,n," salt-wave, sea-wave"
seam,n, seam
seamere,n, tailor
seamestre,n," seamstress, seamster"
searmonaþ,n, June
searu,n, machine
searuhabbend,n, armed warrior
seaw,n," sap, juice"
seax,n," knife, dagger"
seaþ,n, pit; hole
secan,v," to look for, seek"
secg,n," man, warrior, hero"
secgan,v," to say, tell"
secgsceara,n, quail
sefa,n," spirit, heart, mind"
sefte,adj, soft
segl,n, sail
seglian,v, to sail
segn,n, a sign; mark; token
seht,n, settlement; arrangement; agreement; truce
sehtlian,v," to settle [a dispute], bring to an agreement"
sel,n," room, great hall, (large) house, castle"
selden,adj," rare, infrequent"
sele,n," great hall, house, dwelling, prison"
selerædend,n, hall-counsellor
selerædende,n, plural of selerǣdend
selfbana,n," one who kills himself, a suicide"
selfcwala,n, one who commits suicide (suicider or suicidee)
selfcwalu,n, suicide
selflic,adj," of one's own accord, voluntary, spontaneous"
sellan,v," to give, grant"
sellend,n, a giver
sellendlic,adj," being given, givable"
sellic,adj," strange, fantastic, marvellous, extraordinary"
sencan,v, to make sink
sendan,v, to send
senep,n, mustard
sengan,v," to singe, scorch, burn"
seo,n, pupil (of the eye)
seoc,adj, sick
seocnes,n," sickness, disease"
seod,n, a moneybag; purse; pouch
seofonfeald,adj, sevenfold
